Gender,Experience,DevType,TeamSize,Roles,ConflictFreq,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6
Male,16-20 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, DevOps]",Once a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,11-15 years,I split my time evenly,6-10 developers,[Software Engineer/Developer],A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, DevOps]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,I split my time evenly,1 developer,[Software Engineer/Developer],A few times a year,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, System Architect, DevOps]",A few times a week,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,Not at all,A great deal,A moderate amount,A little,[Resolution time],Sometimes,,,,Trivial,Difficult,Difficult,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,21-25 years,Closed-Source Projects,6-10 developers,[Software Engineer/Developer],A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,21-25 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Administrator, System Architect]",Once a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a month,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A little,Not at all,A little,[Number of files],Yes,Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues, Project rules]",A little,A little,A little,A moderate amount,A little,A moderate amount,A moderate amount,A moderate amount,A little,A little,,,,,,,,,,,,,,,,,,
Male,11-15 years,Open-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, Other, System Architect, DevOps]",Once a week,A little,A moderate amount,A lot,A little,A lot,Not at all,Not at all,A lot,A lot,[Lines of code],Sometimes,,,,Mostly Trivial,Mostly Trivial,Somewhat Difficult,No,[],A moderate amount,A great deal,A little,A lot,A little,A little,A little,Not at all,A little,A moderate amount,No,,"IDE (Atom, Sublime, vi) / git CLI / grep / diff viewer (Kaleidoscope) / High amount of test coverage",Never,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,,A lot,Slightly Useful,Slightly Useful,Slightly Useful,Moderately Useful,Slightly Useful,Slightly Useful
Male,21-25 years,Closed-Source Projects,51+ developers,[Software Engineer/Developer],A few times a month,A little,A little,Not at all,A little,Not at all,Not at all,A little,A moderate amount,A moderate amount,"[Lines of code, Number of files]",Sometimes,,,,Trivial,Mostly Trivial,Difficult,Yes,"[Deadlines, Team awareness issues, Project size/scale, Project rules]",A moderate amount,A little,A little,A little,A little,A little,A little,A little,A little,A little,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, System Architect]",Once a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,6-10 years,Open-Source Projects,1 developer,[Software Engineer/Developer],A few times a year,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Open-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,11-15 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a week,A little,A moderate amount,A lot,A moderate amount,A lot,A little,Not at all,A little,A lot,[Lines of code],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,No,[],A little,A moderate amount,A little,A lot,A moderate amount,A moderate amount,Not at all,A lot,A moderate amount,A great deal,,,,,,,,,,,,,,,,,,
Male,16-20 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Project Manager, Other]",Once a month,A little,A little,A little,A little,A moderate amount,Not at all,Not at all,Not at all,Not at all,[Number of files],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,Maybe,"[Deadlines, Project size/scale, Project rules]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,I split my time evenly,51+ developers,[Software Engineer/Developer],A few times a week,A little,A lot,A lot,A moderate amount,A great deal,Not at all,A great deal,A great deal,A lot,"[Lines of code, Number of files, Resolution time]",Sometimes,,,,Trivial,Somewhat Difficult,Difficult,No,[],A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,A great deal,A little,A lot,,,I primarily use functionality included with git. Meld is especially nice for viewing directory diffs. Eclipse is my main development environment.,Rarely,Very effective,Very effective,Moderately effective,Slightly effective,Not effective at all,Slightly effective,,A lot,Moderately Useful,Slightly Useful,Moderately Useful,Moderately Useful,Very Useful,Slightly Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a month,A little,A little,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,[Lines of code],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,11-15 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, DevOps]",A few times a week,A moderate amount,A little,A lot,A little,A moderate amount,A great deal,A little,Not at all,A great deal,[Number of files],Sometimes,,,,Mostly Trivial,Difficult,Not Worth Solving,No,[],A lot,A moderate amount,A great deal,A little,A great deal,A lot,A lot,A great deal,A little,A great deal,,,default osx mergetool / git log,Sometimes,Extremely Effective,Extremely Effective,Slightly effective,Not effective at all,Slightly effective,Very effective,,A moderate amount,Very Useful,Essential,Essential,Essential,Essential,Essential
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,21-25 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],A few times a year,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,11-50 developers,[Software Engineer/Developer],A few times a week,A little,A lot,A little,A great deal,A lot,Not at all,A little,A lot,A great deal,[Lines of code],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A great deal,A great deal,A moderate amount,A great deal,A moderate amount,A lot,A moderate amount,A lot,A lot,A great deal,,,meld / github,Sometimes,Extremely Effective,Moderately effective,Extremely Effective,Moderately effective,Very effective,Moderately effective,,A moderate amount,Moderately Useful,Moderately Useful,Moderately Useful,Slightly Useful,Very Useful,Moderately Useful
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Project Manager]",A few times a month,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A little,A moderate amount,A moderate amount,A lot,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues, Project rules]",A lot,A little,A lot,A lot,A little,A lot,A lot,A little,A little,A lot,No,,I do it manually with Git/SVN.,Rarely,Moderately effective,Slightly effective,Slightly effective,Not effective at all,Slightly effective,Moderately effective,,A moderate amount,Very Useful,Very Useful,Very Useful,Very Useful,Moderately Useful,Moderately Useful
Male,26+ years,Open-Source Projects,11-50 developers,"[Software Engineer/Developer, Project Manager, System Architect]",A few times a week,A great deal,A moderate amount,A great deal,A moderate amount,A lot,A little,A little,A little,A lot,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Yes,"[Deadlines, Team awareness issues, Project size/scale]",A lot,A lot,A great deal,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,A great deal,Yes,"A relatively small feature was desired in the stable version, but the change required a large refactoring change that would have been too risky to backport. So we ended up telling the customer that doing the backport wasn't feasible.","git, intellij (or emacs if it is an easy fix), and of course lots of unit tests / / Strong unit tests help provide a lot of confidence that the merge didn't lose functionality.",Rarely,Extremely Effective,Extremely Effective,Very effective,Moderately effective,Moderately effective,Very effective,,A lot,Moderately Useful,Moderately Useful,Moderately Useful,Slightly Useful,Slightly Useful,Slightly Useful
Male,26+ years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Manager, System Architect]",A few times a month,A moderate amount,A little,A lot,A moderate amount,A lot,A little,A lot,A lot,A great deal,[Lines of code],Sometimes,,,,Trivial,Somewhat Difficult,Difficult,Maybe,"[Project size/scale, Project structure issues]",A moderate amount,A lot,A lot,A lot,A great deal,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Yes,Not in any detail but it has happened.,Mercurial / Eclipse HG plugin / Occasionally I use Beyond Compar,Often,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,,A lot,Very Useful,Very Useful,Very Useful,Very Useful,Very Useful,Very Useful
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, Project Manager]",Every day,A great deal,A moderate amount,A lot,A little,A lot,A little,A lot,A great deal,A lot,"[Lines of code, Number of files, Resolution time]",Yes,Trivial,Somewhat Difficult,Difficult,,,,Yes,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues, Project rules]",A little,A lot,A lot,A lot,A great deal,A great deal,A lot,A great deal,A lot,A moderate amount,Yes,All things are possible with limitless budget and time. Those were however the constraining factor where code that uses newer language techniques would require significant new implementation.,"Eclipse, meld, kdiff3",Always,Very effective,Moderately effective,Moderately effective,Slightly effective,Moderately effective,Moderately effective,,A moderate amount,Moderately Useful,Essential,Essential,Moderately Useful,Slightly Useful,Slightly Useful
Male,16-20 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a week,A lot,A moderate amount,A great deal,A moderate amount,A great deal,Not at all,A moderate amount,A little,A great deal,[Resolution time],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,Maybe,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues]",A lot,A great deal,A lot,A great deal,A great deal,A moderate amount,A moderate amount,A lot,A little,A great deal,No,,Beyond Compare,Rarely,Very effective,Very effective,Very effective,Very effective,Not effective at all,Very effective,,A lot,Slightly Useful,Essential,Essential,Not Useful,Moderately Useful,Moderately Useful
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, System Architect]",A few times a year,A great deal,A great deal,A moderate amount,A lot,A lot,A little,A great deal,A lot,A lot,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Difficult,Difficult,,,,Yes,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues]",A lot,A lot,A moderate amount,A great deal,A lot,A great deal,A lot,A great deal,A little,A moderate amount,Yes,"The new code relied on, for example, specific .NET versions which were not backward compatible",SVN / Continuus / GitHub,Rarely,Extremely Effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,,A moderate amount,Moderately Useful,Moderately Useful,Moderately Useful,Slightly Useful,Slightly Useful,Moderately Useful
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Open-Source Projects,1 developer,[Software Engineer/Developer],Never,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Open-Source Projects,51+ developers,"[Software Engineer/Developer, System Architect]",Once a month,A lot,A moderate amount,A lot,A little,A moderate amount,A little,A moderate amount,A lot,A lot,[Resolution time],Yes,Somewhat Difficult,Somewhat Difficult,Somewhat Difficult,,,,No,[],A lot,A lot,A great deal,A moderate amount,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,,,git / kdiff3,Never,Extremely Effective,Extremely Effective,Moderately effective,Slightly effective,Not effective at all,Moderately effective,,Completely,Moderately Useful,Very Useful,Essential,Slightly Useful,Essential,Slightly Useful
NA,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Closed-Source Projects,11-50 developers,[Software Engineer/Developer],A few times a month,A lot,A moderate amount,A moderate amount,A little,A moderate amount,A little,A moderate amount,A moderate amount,A moderate amount,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Deadlines, Team awareness issues]",A moderate amount,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,,,"Winmerge, Araxis",Sometimes,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Moderately effective,Moderately effective,,A moderate amount,Very Useful,Very Useful,Very Useful,Very Useful,Very Useful,Essential
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Administrator, Project Maintainer]",A few times a month,A little,A moderate amount,A moderate amount,A little,A moderate amount,Not at all,Not at all,Not at all,A lot,"[Lines of code, Number of files]",Sometimes,,,,Trivial,Trivial,Mostly Trivial,Yes,"[Deadlines, Project structure issues]",A little,A little,A lot,A moderate amount,A lot,A lot,A little,A little,A moderate amount,A moderate amount,No,,meld / phpstorm,Never,Extremely Effective,Extremely Effective,Extremely Effective,Very effective,Very effective,Extremely Effective,,A lot,Very Useful,Essential,Essential,Very Useful,Moderately Useful,Moderately Useful
Male,1-5 years,Open-Source Projects,1 developer,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, DevOps]",Once a month,A little,A little,A little,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,A lot,[Lines of code],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A moderate amount,A little,A little,A little,A little,Not at all,A little,A lot,Not at all,A moderate amount,No,,meld diff viewer / git,Never,Extremely Effective,Extremely Effective,Extremely Effective,Very effective,Moderately effective,Extremely Effective,,Completely,Slightly Useful,Moderately Useful,Very Useful,Very Useful,Moderately Useful,Not Useful
Male,6-10 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],A few times a week,A little,A moderate amount,A little,A little,A little,A little,A little,A little,A moderate amount,[Lines of code],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,Maybe,[Team awareness issues],A moderate amount,A lot,A lot,A moderate amount,A lot,A moderate amount,A little,A lot,A moderate amount,A moderate amount,,,,Rarely,Very effective,Very effective,Moderately effective,Moderately effective,Moderately effective,Very effective,Moderately effective,A moderate amount,Slightly Useful,Moderately Useful,Slightly Useful,Very Useful,Very Useful,Very Useful
Male,16-20 years,Open-Source Projects,51+ developers,"[Software Engineer/Developer, Project Maintainer, Project Manager, System Architect]",A few times a week,A great deal,A moderate amount,A lot,Not at all,A little,A little,A lot,A lot,A great deal,[Other],Sometimes,,,,,,,Yes,"[Team awareness issues, Project size/scale]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Open-Source Projects,6-10 developers,"[Software Engineer/Developer, Project Maintainer]",A few times a month,Not at all,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A little,A lot,A lot,[Resolution time],Yes,,,,,,,Maybe,[Project size/scale],A lot,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A great deal,A little,A lot,No,,"git, SourceTree, KDiff3, GitHub",Rarely,Very effective,Very effective,Moderately effective,Moderately effective,Not effective at all,Very effective,,Completely,Not Useful,Moderately Useful,Moderately Useful,Not Useful,Very Useful,Slightly Useful
Male,26+ years,Closed-Source Projects,51+ developers,[Software Engineer/Developer],A few times a week,A moderate amount,A lot,A lot,A little,A lot,A little,A little,A moderate amount,A lot,"[Lines of code, Number of files]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,Yes,"[Deadlines, Project size/scale]",A moderate amount,A moderate amount,A lot,A little,A lot,A great deal,A little,A lot,A moderate amount,A lot,,,"Winmerge, kdiff3 (via Git)",Rarely,Extremely Effective,Extremely Effective,Very effective,Moderately effective,Slightly effective,Very effective,,A lot,Moderately Useful,Moderately Useful,Very Useful,Very Useful,Very Useful,Slightly Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a year,A little,A lot,A great deal,A little,A lot,A little,A lot,A little,A lot,"[Lines of code, Number of files]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A lot,A lot,A little,A lot,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A lot,,,,,,,,,,,,,,,,,,
Male,26+ years,I split my time evenly,6-10 developers,"[Software Engineer/Developer, Project Manager, System Architect]",Once a month,A moderate amount,A moderate amount,A moderate amount,A little,A moderate amount,A lot,A lot,A little,A great deal,[Resolution time],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A lot,A lot,A great deal,A lot,A great deal,A great deal,A moderate amount,A lot,A moderate amount,A lot,Yes,Not very specific recollection - but dependencies likely to destabilize the backport are avoided.,"git, diff, the IDE/editor of use in the project (Eclipse, SublimeText, etc.). Others depending on the context.",Rarely,Very effective,Very effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,,A moderate amount,Moderately Useful,Moderately Useful,Moderately Useful,Moderately Useful,Moderately Useful,Moderately Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,6-10 developers,[Software Engineer/Developer],A few times a week,A little,A little,Not at all,A little,A little,Not at all,A little,A little,A moderate amount,[Lines of code],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,Maybe,"[Team awareness issues, Project size/scale, Other]",A little,A little,Not at all,A little,Not at all,Not at all,A lot,A little,Not at all,A moderate amount,,,Jetbrains/IntelliJ,Never,Extremely Effective,Very effective,Extremely Effective,Very effective,Very effective,Extremely Effective,,Completely,Moderately Useful,Very Useful,Very Useful,Moderately Useful,Very Useful,Slightly Useful
Male,21-25 years,I split my time evenly,11-50 developers,[System Architect],A few times a month,A moderate amount,A lot,A great deal,A lot,A great deal,A little,A lot,A lot,A moderate amount,"[Lines of code, Number of files]",Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Yes,"[Deadlines, Project size/scale, Other]",A moderate amount,A great deal,A moderate amount,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,Perforce and few custom developed tools,Sometimes,Very effective,Very effective,Moderately effective,Moderately effective,Moderately effective,Very effective,,A moderate amount,Very Useful,Moderately Useful,Very Useful,Very Useful,Very Useful,Moderately Useful
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Administrator, Project Maintainer, Project Manager, DevOps]",A few times a week,A lot,A lot,A lot,A little,A moderate amount,A moderate amount,A little,A little,A lot,[Lines of code],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A little,A little,A lot,No,,git / KDiff3 / vim,Rarely,Extremely Effective,Very effective,Slightly effective,Slightly effective,Moderately effective,Moderately effective,,A moderate amount,Slightly Useful,Moderately Useful,Moderately Useful,Very Useful,Moderately Useful,Slightly Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",Every day,A moderate amount,A little,A little,A little,A little,Not at all,Not at all,A lot,A lot,"[Lines of code, Number of files, Resolution time]",Yes,Trivial,Mostly Trivial,Difficult,,,,No,[],A great deal,A great deal,A little,A lot,A little,A lot,A great deal,A lot,A moderate amount,A great deal,No,,git / vim / terminal,Sometimes,Very effective,Very effective,Very effective,Very effective,Very effective,Very effective,,Completely,Not Useful,Not Useful,Not Useful,Not Useful,Moderately Useful,Not Useful
Male,11-15 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a week,A moderate amount,A moderate amount,A moderate amount,A little,A little,Not at all,Not at all,A little,A moderate amount,"[Lines of code, Resolution time]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,A moderate amount,A lot,A lot,A great deal,No,,Git,Rarely,Moderately effective,Slightly effective,Moderately effective,Moderately effective,Not effective at all,Not effective at all,,A little,Very Useful,Essential,Moderately Useful,Very Useful,Moderately Useful,Very Useful
Male,1-5 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Project Maintainer, Project Manager]",A few times a month,A moderate amount,A moderate amount,A great deal,A moderate amount,A lot,Not at all,A little,A little,A moderate amount,[Resolution time],Yes,Mostly Trivial,Mostly Trivial,Difficult,,,,No,[],A little,A moderate amount,Not at all,A little,Not at all,Not at all,Not at all,A little,Not at all,A little,No,,"Git, GitHub, grep - N/A otherwise",Never,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,,Completely,Very Useful,Very Useful,Very Useful,Very Useful,Very Useful,Not Useful
Male,1-5 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a week,A little,A lot,A moderate amount,A little,A moderate amount,A little,A little,A little,A moderate amount,[Lines of code],Yes,Trivial,Somewhat Difficult,Difficult,,,,No,[],A great deal,A moderate amount,A great deal,A little,A moderate amount,A lot,A great deal,A moderate amount,A moderate amount,A moderate amount,No,,GitHub desktop app / VSCode,Rarely,Extremely Effective,Very effective,Moderately effective,Slightly effective,Very effective,Extremely Effective,,Completely,Not Useful,Moderately Useful,Moderately Useful,Moderately Useful,Moderately Useful,Not Useful
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Project Manager]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Maintainer, DevOps]",A few times a month,A little,A lot,A great deal,A moderate amount,A great deal,A little,Not at all,Not at all,A moderate amount,[Lines of code],Yes,Trivial,Mostly Trivial,Difficult,,,,No,[],A lot,A lot,A lot,Not at all,A great deal,A lot,A lot,Not at all,Not at all,A moderate amount,No,,"sourcetree, kaleidoscope.app, beyondcompare, macvim, vimdiff",Rarely,Extremely Effective,Very effective,Moderately effective,Slightly effective,Very effective,Extremely Effective,,A moderate amount,Not Useful,Very Useful,Essential,Very Useful,Very Useful,Not Useful
Male,6-10 years,I split my time evenly,11-50 developers,"[Software Engineer/Developer, Project Maintainer]",A few times a week,A lot,A great deal,A moderate amount,A moderate amount,A little,A little,A little,A moderate amount,A lot,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A great deal,A lot,A moderate amount,A little,A moderate amount,A little,A lot,A lot,Not at all,A great deal,Yes,"The dependency required Java 8 but our older release branch is Java 7, so that change could not be backported although we would have liked to do so.","I just use standard VCS markers, edit the conflicts with a text editor and resolve them. My IDE helps to navigate to the conflicts. That's all. / / If I require more history than just the base version, I use emacs' handy vc-region-history which shows all versions of a region of text in a file.",Never,Very effective,Very effective,Moderately effective,Moderately effective,Very effective,Very effective,,A lot,Very Useful,Moderately Useful,Moderately Useful,Not Useful,Very Useful,Moderately Useful
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, DevOps]",A few times a month,A lot,A lot,A lot,A little,A moderate amount,A little,Not at all,A lot,A lot,[Resolution time],Yes,Mostly Trivial,Difficult,Not Worth Solving,,,,No,[],A great deal,A lot,A little,A little,A moderate amount,Not at all,A lot,A moderate amount,A moderate amount,A moderate amount,Yes,,"git, vim",Never,Very effective,Very effective,Moderately effective,Slightly effective,Slightly effective,Very effective,,A lot,Not Useful,Not Useful,Slightly Useful,Slightly Useful,Moderately Useful,Not Useful
Male,16-20 years,Closed-Source Projects,51+ developers,"[Software Engineer/Developer, Systems Engineer, System Architect, DevOps]",A few times a week,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A lot,A lot,A great deal,A great deal,[Resolution time],Sometimes,,,,Trivial,Mostly Trivial,Difficult,Yes,"[Team awareness issues, Project size/scale, Project structure issues]",A great deal,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,A little,A little,A great deal,,,My IDE (Intellij IDEA),Sometimes,Extremely Effective,Extremely Effective,Very effective,Very effective,Moderately effective,Slightly effective,,A lot,Slightly Useful,Slightly Useful,Moderately Useful,Very Useful,Moderately Useful,Slightly Useful
Male,16-20 years,Open-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a month,A little,A lot,A lot,A moderate amount,A great deal,Not at all,Not at all,A little,A lot,"[Lines of code, Number of files]",Yes,Trivial,Mostly Trivial,Difficult,,,,No,[],A great deal,A great deal,A moderate amount,Not at all,A little,A little,A lot,A great deal,Not at all,A lot,No,,git diff / Atom text editor / git history / git bisect,Rarely,Extremely Effective,Very effective,Very effective,Slightly effective,Very effective,Extremely Effective,,A lot,Slightly Useful,Very Useful,Very Useful,Slightly Useful,Very Useful,Slightly Useful
